zone_id,h3_cell,resolution,island,version,data_source,provenance
GOV_215,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 215 polygon
GOV_216,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 216 polygon
GOV_217,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 217 polygon
GOV_218,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 218 polygon
GOV_219,875d131a1ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 219 polygon
GOV_220,875d138a9ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 220 polygon
GOV_221,875d13115ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 221 polygon
GOV_222,875d13115ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 222 polygon
GOV_223,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 223 polygon
GOV_224,875d1388bffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 224 polygon
GOV_225,875d1388bffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 225 polygon
GOV_226,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 226 polygon
GOV_227,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 227 polygon
GOV_228,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 228 polygon
GOV_229,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 229 polygon
GOV_230,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 230 polygon
